last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,country,location_name,region,latitude,longitude,timezone,last_updated
1693000001,27.5,81.5,12.8,20.5,281,WNW,1008,29.77,0,0,67,26,29.7,85.5,10,6,7,14.8,23.8,243.7,45.8,1.7,3.1,12.6,18.5,1,2,India,Ashoknagar,Madhya Pradesh,24.57,77.72,Asia/Kolkata,8/29/23 10:45
1693000002,27.5,81.5,9.6,15.5,287,WNW,1008,29.78,0,0,70,19,30,86,10,6,7,11.2,18,240.3,38.3,2.1,2.6,10.7,14.2,1,1,India,Raisen,Madhya Pradesh,23.33,77.8,Asia/Kolkata,8/29/23 10:45
1693000003,26.3,79.3,11.4,18.4,317,NW,1009,29.78,0,0,70,51,28.2,82.8,10,6,7,13.2,21.2,220.3,57.2,0.6,1.7,16.8,20.7,2,2,India,Chhindwara,Madhya Pradesh,22.07,78.93,Asia/Kolkata,8/29/23 10:45
1693000004,25.6,78.1,10.5,16.9,297,WNW,1009,29.8,0,0,76,65,27.6,81.7,10,6,6,13,20.9,200.3,25,1.2,1.1,4.9,6.6,1,1,India,Betul,Madhya Pradesh,21.86,77.93,Asia/Kolkata,8/29/23 10:45
1693000005,27.2,81,10.1,16.2,274,W,1009,29.79,0,0,74,82,29.9,85.8,10,6,6,11.6,18.7,257,30.8,2.2,1.8,11.4,14.8,1,1,India,Hoshangabad,Madhya Pradesh,22.75,77.72,Asia/Kolkata,8/29/23 10:45
1693000006,25.9,78.6,9.8,15.8,287,WNW,1009,29.79,0,0,77,68,28.1,82.6,10,6,6,11.4,18.4,223.6,26.1,3.1,3.3,7.9,10.5,1,1,India,Sehore,Madhya Pradesh,23.2,77.08,Asia/Kolkata,8/29/23 10:45
1693000007,28,82.4,9.4,15.1,280,W,1010,29.83,0.1,0,70,50,31,87.9,5,3,6,13.9,22.3,263.7,56.5,1.2,1.8,17.1,23.1,2,2,India,Jabalpur,Madhya Pradesh,23.17,79.95,Asia/Kolkata,8/29/23 10:45
1693000008,27.7,81.9,11,17.6,277,W,1008,29.77,0,0,71,21,30.5,86.9,10,6,7,12.5,20.2,260.4,52.9,1.2,1.8,17.3,23.7,2,2,India,Narsimhapur,Madhya Pradesh,22.95,79.2,Asia/Kolkata,8/29/23 10:45
1693000009,30,86,11.6,18.7,288,WNW,1007,29.72,0,0,60,22,33.1,91.6,10,6,8,13.4,21.6,243.7,79.4,1.1,5.4,27.4,35.5,2,3,India,Panna,Madhya Pradesh,24.72,80.2,Asia/Kolkata,8/29/23 10:45
1693000010,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,27.8,82.1,5,3,6,14.1,22.7,210.3,32.2,1.7,1.7,5.7,7.6,1,1,India,Ujjain,Madhya Pradesh,23.18,75.77,Asia/Kolkata,8/29/23 10:45
1693000011,30.6,87.1,9.8,15.8,284,WNW,1006,29.72,0,0,57,58,33.5,92.3,10,6,8,11.4,18.4,260.4,80.8,2,7.6,21.9,26.8,2,2,India,Rewa,Madhya Pradesh,24.53,81.3,Asia/Kolkata,8/29/23 10:45
1693000012,30.3,86.5,5.4,8.6,316,NW,1008,29.76,0.1,0,55,70,32.9,91.2,10,6,7,6.5,10.4,210.3,68,0.6,0.7,12.5,15.6,1,2,India,Dindori,Madhya Pradesh,22.95,81.08,Asia/Kolkata,8/29/23 10:45
1693000013,28.3,82.9,6.7,10.8,300,WNW,1008,29.75,0,0,67,29,31.1,88,10,6,7,7.8,12.6,257,68,1.6,1,15.9,20.7,2,2,India,Balaghat,Madhya Pradesh,21.78,80.25,Asia/Kolkata,8/29/23 10:45
1693000014,27.2,81,8.9,14.4,263,W,1009,29.8,0,0,65,88,29.1,84.4,10,6,6,10.3,16.6,205.3,25,2.7,4.8,6.2,8.2,1,1,India,Barwani,Madhya Pradesh,22.03,74.9,Asia/Kolkata,8/29/23 10:45
1693000015,30.1,86.2,11.2,18,288,WNW,1007,29.72,0,0,58,46,33.1,91.6,10,6,8,13,20.9,237,73,1,2.3,19.3,24.2,2,2,India,Satna,Madhya Pradesh,24.58,80.83,Asia/Kolkata,8/29/23 10:45
1693000016,30,86,11.6,18.7,288,WNW,1007,29.72,0,0,60,22,33.1,91.6,10,6,8,13.4,21.6,243.7,79.4,1.1,5.4,27.4,35.5,2,3,India,Chhatarpur,Madhya Pradesh,24.9,79.6,Asia/Kolkata,8/29/23 10:45
1693000017,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,28,82.5,5,3,6,13.9,22.3,227,27.9,2.8,3.2,6.2,8,1,1,India,Indore,Madhya Pradesh,22.72,75.83,Asia/Kolkata,8/29/23 10:45
1693000018,26.5,79.7,14.1,22.7,255,WSW,1009,29.8,0,0,64,49,28.1,82.6,10,6,7,16.1,25.9,208.6,32.9,1.9,2.8,8,10.8,1,1,India,Ratlam,Madhya Pradesh,23.32,75.07,Asia/Kolkata,8/29/23 10:45
1693000019,28.4,83.1,12.5,20.2,285,WNW,1009,29.79,0,0,64,56,30.8,87.4,10,6,7,14.3,23,205.3,29.3,1.5,1.7,6.8,9.4,1,1,India,Harda,Madhya Pradesh,22.33,77.1,Asia/Kolkata,8/29/23 10:45
1693000020,26.9,80.4,11.4,18.4,288,WNW,1008,29.77,0,0,71,11,29.1,84.4,10,6,7,13.2,21.2,253.7,56.5,1.1,1.7,18.5,25.5,2,2,India,Sagar,Madhya Pradesh,23.83,78.72,Asia/Kolkata,8/29/23 10:45
1693000021,26.7,80.1,15,24.1,240,WSW,1008,29.77,0,0,66,3,28.4,83.1,10,6,7,17.2,27.7,220.3,36.8,2.2,1.5,9.9,14.3,1,1,India,Neemuch,Madhya Pradesh,24.48,74.87,Asia/Kolkata,8/29/23 10:45
1693000022,28.1,82.6,11,17.6,280,W,1007,29.75,0.3,0.01,65,72,30.4,86.7,9,5,6,15.7,25.2,247,70.1,1.2,2.7,22.8,33.9,2,2,India,Tikamgarh,Uttar Pradesh,24.73,78.83,Asia/Kolkata,8/29/23 10:45
1693000023,27.4,81.3,12.5,20.2,273,W,1008,29.77,0,0,69,14,29.7,85.5,10,6,7,14.3,23,243.7,45.8,1.7,2.4,13.1,20.5,1,2,India,Guna,Madhya Pradesh,24.65,77.32,Asia/Kolkata,8/29/23 10:45
1693000024,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,28.2,82.8,5,3,7,14.5,23.4,220.3,30,2.4,2.3,5.2,7,1,1,India,Dewas,Madhya Pradesh,22.97,76.07,Asia/Kolkata,8/29/23 10:45
1693000025,27,80.6,14.8,23.8,247,WSW,1009,29.78,0,0,66,6,28.9,84,10,6,7,17,27.4,247,31.5,2.8,4.4,13.5,17.1,1,2,India,Mandsaur,Madhya Pradesh,24.07,75.07,Asia/Kolkata,8/29/23 10:45
1693000026,27.2,81,8.9,14.4,263,W,1009,29.8,0,0,65,88,29.1,84.4,10,6,6,10.3,16.6,205.3,25,2.7,4.8,6.2,8.2,1,1,India,Khargone,Madhya Pradesh,21.82,75.6,Asia/Kolkata,8/29/23 10:45
1693000027,29.9,85.8,10.5,16.9,259,W,1007,29.73,0,0,57,5,32.3,90.1,10,6,7,12.1,19.4,227,70.8,1.3,2.6,14.4,26.3,1,2,India,Sheopur,Madhya Pradesh,25.67,76.7,Asia/Kolkata,8/29/23 10:45
1693000028,31.6,88.9,13,20.9,271,W,1006,29.7,0,0,53,11,34.7,94.5,10,6,8,15,24.1,233.7,64.4,1.1,1.1,16.4,30.8,2,2,India,Morena,Madhya Pradesh,26.5,78,Asia/Kolkata,8/29/23 10:45
1693000029,32.4,90.3,12.8,20.5,282,WNW,1005,29.68,0.1,0,50,89,35.6,96.1,10,6,7,15,24.1,247,68,1.3,1.2,17.3,28.2,2,2,India,Bhind,Madhya Pradesh,26.56,78.79,Asia/Kolkata,8/29/23 10:45
1693000030,27.3,81.1,13,20.9,249,WSW,1009,29.8,0,0,63,68,29.1,84.4,10,6,6,15,24.1,217,31.1,2.4,2.6,8.9,12.5,1,1,India,Jhabua,Madhya Pradesh,22.77,74.6,Asia/Kolkata,8/29/23 10:45
1693000031,26.7,80.1,10.7,17.3,329,NNW,1008,29.77,0,0,69,57,28.7,83.7,10,6,7,12.3,19.8,203.6,60.8,0.4,0.7,8,12,1,1,India,Seoni,Madhya Pradesh,22.08,79.53,Asia/Kolkata,8/29/23 10:45
1693000032,28.2,82.8,10.1,16.2,285,WNW,1009,29.79,0,0,64,73,30.6,87.1,10,6,6,11.6,18.7,198.6,30,1.4,2.1,6.5,9.1,1,1,India,Khandwa,Madhya Pradesh,21.83,76.33,Asia/Kolkata,8/29/23 10:45
1693000033,27,80.6,9.6,15.5,296,WNW,1007,29.75,0.2,0.01,74,86,29.6,85.3,9,5,6,13,20.9,230.3,65.8,4.7,14.8,18.2,23,2,2,India,Umaria,Madhya Pradesh,23.53,80.83,Asia/Kolkata,8/29/23 10:45
1693000034,31.1,88,13,20.9,278,W,1006,29.7,0,0,55,12,34.3,93.7,10,6,8,15,24.1,233.7,68.7,1.2,1.5,16.7,29.9,2,2,India,Gwalior,Madhya Pradesh,26.22,78.18,Asia/Kolkata,8/29/23 10:45
1693000035,28.8,83.8,10.3,16.6,294,WNW,1007,29.75,0,0,64,16,31.6,88.9,10,6,7,11.9,19.1,237,65.1,0.8,2.7,19.9,27,2,2,India,Damoh,Madhya Pradesh,23.83,79.45,Asia/Kolkata,8/29/23 10:45
1693000036,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,27.6,81.7,5,3,6,15.4,24.8,203.6,30,1.5,1.4,6.2,8.1,1,1,India,Dhar,Madhya Pradesh,22.6,75.3,Asia/Kolkata,8/29/23 10:45
1693000037,32,89.6,10.5,16.9,320,NW,1005,29.68,0,0,63,50,34.2,93.5,4,2,8,11.6,18.7,397.2,63.7,20.1,38.6,56.4,65,3,7,India,Katni,Orissa,20.3,85.72,Asia/Kolkata,8/29/23 10:45
1693000038,30.1,86.2,9.2,14.8,281,WNW,1006,29.72,0,0,60,39,33.3,91.9,10,6,8,10.5,16.9,257,76.5,1.3,4.7,21.9,26.6,2,2,India,Sidhi,Madhya Pradesh,24.42,81.88,Asia/Kolkata,8/29/23 10:45
1693000039,28.5,83.3,12.3,19.8,266,W,1009,29.79,0,0,61,85,30.5,86.9,10,6,6,14.1,22.7,208.6,29,2.8,2.4,9.5,13.5,1,1,India,Alirajpur,Madhya Pradesh,22.3,74.35,Asia/Kolkata,8/29/23 10:45
1693000040,26.9,80.4,9.2,14.8,288,WNW,1009,29.79,0,0,72,30,29.3,84.7,10,6,7,10.5,16.9,230.3,25.4,2.9,3,8.4,11.3,1,1,India,Bhopal,Madhya Pradesh,23.27,77.4,Asia/Kolkata,8/29/23 10:45
1693000041,30.8,87.4,10.7,17.3,261,W,1006,29.7,0,0,53,6,33.2,91.8,10,6,8,12.3,19.8,223.6,59.4,1.9,0.9,20.8,93.6,2,2,India,Rajgarh,Rajasthan,27.23,76.63,Asia/Kolkata,8/29/23 10:45
1693000042,27,80.6,7.6,12.2,311,NW,1008,29.77,0.2,0.01,72,77,29.5,85.1,10,6,6,10.3,16.6,243.7,58.7,1.1,1.2,15,19.6,1,2,India,Mandla,Madhya Pradesh,22.6,80.38,Asia/Kolkata,8/29/23 10:45
1693000043,26.9,80.4,13,20.9,262,W,1009,29.79,0,0,67,17,28.8,83.8,10,6,7,15,24.1,223.6,35.1,2.6,3.7,10.7,14.8,1,1,India,Shajapur,Madhya Pradesh,23.43,76.27,Asia/Kolkata,8/29/23 10:45
1693000044,27.7,81.9,13.4,21.6,269,W,1007,29.75,0,0,67,12,30,86,10,6,7,15.4,24.8,240.3,82.3,2.3,7,27.2,42.5,2,3,India,Shivpuri,Madhya Pradesh,25.43,77.65,Asia/Kolkata,8/29/23 10:45
1693000045,30.2,86.4,11.9,19.1,280,W,1006,29.72,0.1,0,59,83,33.3,91.9,10,6,7,14.5,23.4,243.7,87.3,2,8.5,30.1,43.3,2,3,India,Datia,Madhya Pradesh,25.67,78.47,Asia/Kolkata,8/29/23 10:45
1693000046,28.6,83.5,8.3,13.3,278,W,1009,29.8,0,0,64,81,31.1,88,10,6,6,9.6,15.5,193.6,30.8,0.6,0.7,3.3,6,1,1,India,Burhanpur,Madhya Pradesh,21.3,76.23,Asia/Kolkata,8/29/23 10:45
1693000047,27.6,81.7,7.2,11.5,299,WNW,1007,29.74,0.2,0.01,63,72,29.4,84.9,10,6,6,9.4,15.1,213.6,79.4,4.8,19.6,17.9,22.8,2,2,India,Anuppur,Madhya Pradesh,23.1,81.68,Asia/Kolkata,8/29/23 10:45
1693000048,27.7,81.9,8.1,13,296,WNW,1007,29.74,0.5,0.02,68,82,30.2,86.4,9,5,6,12.5,20.2,243.7,65.1,1.2,1.2,17.1,21.1,2,2,India,Shahdol,Madhya Pradesh,23.28,81.35,Asia/Kolkata,8/29/23 10:45
1693000049,27.6,81.7,9.6,15.5,287,WNW,1008,29.77,0,0,70,19,30.1,86.2,10,6,7,11.2,18,240.3,38.3,2.1,2.6,10.7,14.2,1,1,India,Vidisha,Madhya Pradesh,23.53,77.82,Asia/Kolkata,8/29/23 10:45
1693000050,29.2,84.6,12.3,19.8,252,WSW,1008,29.78,0,0,61,52,31.7,89.1,10,6,7,14.5,23.4,191.9,36.1,1.3,3.2,13.7,24.3,1,2,India,Una,Gujarat,20.82,71.03,Asia/Kolkata,8/29/23 10:45
1693000051,20.7,69.3,5.1,8.3,301,WNW,1009,29.79,0,0,59,7,20.7,69.3,10,6,6,8.9,14.4,433.9,125.9,2.3,10.5,27.8,30.9,2,3,India,Solan,Himachal Pradesh,30.92,77.12,Asia/Kolkata,8/29/23 10:45
1693000052,31.8,89.2,10.3,16.6,280,W,1006,29.7,0.1,0,54,82,35.4,95.7,10,6,7,12.3,19.8,240.3,71.5,0.8,2.8,18.3,24.4,2,2,India,Sirmaur,Madhya Pradesh,24.85,81.38,Asia/Kolkata,8/29/23 10:45
1693000053,20.3,68.5,6.3,10.1,244,WSW,1010,29.83,0,0,64,24,20.2,68.4,10,6,6,7.2,11.5,423.9,128.8,6.4,2.1,25.3,32.3,2,3,India,Chamba,Himachal Pradesh,32.57,76.13,Asia/Kolkata,8/29/23 10:45
1693000054,20.7,69.3,5.1,8.3,301,WNW,1009,29.79,0,0,59,7,20.7,69.3,10,6,6,8.9,14.4,433.9,125.9,2.3,10.5,27.8,30.9,2,3,India,Shimla,Himachal Pradesh,31.1,77.17,Asia/Kolkata,8/29/23 10:45
1693000055,30.9,87.6,3.6,5.8,333,NNW,1006,29.72,0,0,51,12,33.1,91.6,10,6,8,4,6.5,250.3,69.4,0.9,0.8,16.9,20.8,2,2,India,Bilaspur,Chhattisgarh,22.08,82.15,Asia/Kolkata,8/29/23 10:45
1693000056,23.8,74.8,4.9,7.9,203,SSW,1009,29.8,0,0,62,11,25.4,77.7,10,6,6,5.8,9.4,467.3,128.8,11.5,2.2,23.5,27.9,2,2,India,Kangra,Himachal Pradesh,32.1,76.27,Asia/Kolkata,8/29/23 10:45
1693000057,25.5,77.9,2.7,4.3,251,WSW,1009,29.78,0,0,56,8,26.5,79.7,10,6,7,3.1,5,353.8,89.4,0.5,0.5,19,21.2,2,2,India,Mandi,Himachal Pradesh,31.72,76.92,Asia/Kolkata,8/29/23 10:45
1693000058,30.8,87.4,8.1,13,282,WNW,1005,29.69,0,0,57,26,34,93.2,10,6,8,10.5,16.9,253.7,70.8,1.3,2.1,20.2,29.5,2,2,India,Hamirpur,Uttar Pradesh,25.95,80.15,Asia/Kolkata,8/29/23 10:45
1693000059,27.2,81,5.1,8.3,76,ENE,1005,29.68,1.2,0.05,65,73,29,84.2,9,5,6,9.8,15.8,948,36.5,32.9,5.9,43.8,58.7,3,5,India,Talab Data,Jammu and Kashmir,32.65,74.93,Asia/Kolkata,8/29/23 10:45
1693000060,15.3,59.5,2.7,4.3,307,NW,1011,29.86,0,0,62,13,15.3,59.5,10,6,5,4.9,7.9,894.6,41.1,17.7,3.7,51.2,67.1,3,6,India,Anantnag,Jammu and Kashmir,33.73,75.15,Asia/Kolkata,8/29/23 10:45
1693000061,22.8,73,4.5,7.2,119,ESE,1010,29.83,0,0,45,6,24.5,76.1,10,6,6,5.1,8.3,327.1,82.3,0.5,0.4,6.3,7.8,1,1,India,Baramula,Jammu and Kashmir,34.21,74.34,Asia/Kolkata,8/29/23 10:45
1693000062,15.3,59.5,2.7,4.3,307,NW,1011,29.86,0,0,62,13,15.3,59.5,10,6,5,4.9,7.9,894.6,41.1,17.7,3.7,51.2,67.1,3,6,India,Kulgam,Jammu and Kashmir,33.65,75.02,Asia/Kolkata,8/29/23 10:45
1693000063,15.3,59.5,2.7,4.3,307,NW,1011,29.86,0,0,62,13,15.3,59.5,10,6,5,4.9,7.9,894.6,41.1,17.7,3.7,51.2,67.1,3,6,India,Shupiyan,Jammu and Kashmir,33.72,74.83,Asia/Kolkata,8/29/23 10:45
1693000064,27.2,81,5.1,8.3,76,ENE,1005,29.68,1.2,0.05,65,73,29,84.2,9,5,6,9.8,15.8,948,36.5,32.9,5.9,43.8,58.7,3,5,India,Jammu,Jammu and Kashmir,32.73,74.87,Asia/Kolkata,8/29/23 10:45
1693000065,7.1,44.8,3.4,5.4,250,WSW,1011,29.84,0,0,27,5,6.3,43.3,10,6,3,3.8,6.1,176.9,84.4,0.1,0.1,4.6,6.8,1,1,India,Leh,Jammu and Kashmir,34.17,77.58,Asia/Kolkata,8/29/23 10:45
1693000066,20.1,68.2,2.5,4,151,SSE,1011,29.87,0.1,0,65,82,20.1,68.2,10,6,5,2.9,4.7,741,95.8,14.2,8.2,37.3,43.1,2,4,India,Srinagar,Jammu and Kashmir,34.09,74.8,Asia/Kolkata,8/29/23 10:45
1693000067,18.5,65.3,4,6.5,33,NNE,1010,29.83,0.1,0,70,84,18.5,65.3,10,6,4,5.6,9,317.1,93,1.1,0.4,8.1,10.7,1,1,India,Doda,Jammu and Kashmir,33.13,75.57,Asia/Kolkata,8/29/23 10:45
1693000068,20,68,2.2,3.6,159,SSE,1012,29.87,0.1,0,66,87,20,68,10,6,5,2.7,4.3,741,95.8,14.2,8.2,37.3,43.1,2,4,India,Pulwama,Jammu and Kashmir,33.88,74.92,Asia/Kolkata,8/29/23 10:45
1693000069,21.5,70.7,2.2,3.6,4,N,1011,29.86,0.1,0,73,70,21.4,70.5,10,6,5,2.7,4.3,277,82.3,0.6,0.4,6.9,8.9,1,1,India,Ramban,Jammu and Kashmir,33.25,75.25,Asia/Kolkata,8/29/23 10:45
1693000070,20.1,68.2,2.5,4,151,SSE,1011,29.87,0.1,0,65,82,20.1,68.2,10,6,5,2.9,4.7,741,95.8,14.2,8.2,37.3,43.1,2,4,India,Ganderbal,Jammu and Kashmir,34.23,74.78,Asia/Kolkata,8/29/23 10:45
1693000071,27.2,81,5.1,8.3,76,ENE,1005,29.68,1.2,0.05,65,73,29,84.2,9,5,6,9.8,15.8,948,36.5,32.9,5.9,43.8,58.7,3,5,India,Udhampur,Jammu and Kashmir,32.93,75.13,Asia/Kolkata,8/29/23 10:45
1693000072,20.1,68.2,2.5,4,151,SSE,1011,29.87,0.1,0,65,82,20.1,68.2,10,6,5,2.9,4.7,741,95.8,14.2,8.2,37.3,43.1,2,4,India,Badgam,Jammu and Kashmir,34.02,74.72,Asia/Kolkata,8/29/23 10:45
1693000073,32.4,90.3,10.7,17.3,290,WNW,1006,29.69,0.1,0,49,72,35.3,95.5,10,6,7,12.8,20.5,243.7,70.1,1.4,2,19.7,29.2,2,2,India,Punch,Uttar Pradesh,25.82,79.05,Asia/Kolkata,8/29/23 10:45
1693000074,17.8,64,2.2,3.6,233,SW,1011,29.87,0.5,0.02,66,81,17.8,64,10,6,4,2.7,4.3,454,68.7,1.2,2.4,14.3,22.5,1,2,India,Kupwara,Jammu and Kashmir,34.03,74.26,Asia/Karachi,8/29/23 10:15
1693000075,27.2,81,5.8,9.4,75,ENE,1005,29.68,1.2,0.05,65,76,29.1,84.4,9,5,6,11.2,18,948,36.5,32.9,5.9,43.8,58.7,3,5,India,Samba,Jammu and Kashmir,32.57,75.12,Asia/Kolkata,8/29/23 10:45
1693000076,27.3,81.1,3.4,5.4,306,NW,1006,29.71,0.2,0.01,68,82,29.4,84.9,9,5,6,4.5,7.2,567.4,123,3.2,2.1,39.1,44.5,2,4,India,Kathua,Jammu and Kashmir,32.37,75.52,Asia/Kolkata,8/29/23 10:45
1693000077,14.2,57.6,3.6,5.8,251,WSW,1011,29.84,0,0,22,32,14.3,57.7,10,6,4,4,6.5,237,78,0.2,0.2,10.3,14.5,1,1,India,Kargil,Jammu and Kashmir,34.57,76.1,Asia/Kolkata,8/29/23 10:45
1693000078,17.5,63.5,2.2,3.6,263,W,1012,29.88,0.1,0,64,88,17.5,63.5,10,6,4,2.2,3.6,280.4,89.4,0.5,0.2,6.4,8.1,1,1,India,Kishtwar,Jammu and Kashmir,33.32,75.77,Asia/Kolkata,8/29/23 10:45
1693000079,28.6,83.5,9.2,14.8,221,SW,1009,29.8,0.1,0,69,83,31.9,89.4,10,6,6,11.2,18,173.6,34.7,0.2,0.3,9.9,17.6,1,1,India,Daman,Daman and Diu,20.42,72.85,Asia/Kolkata,8/29/23 10:45
1693000080,27.8,82,11,17.6,247,WSW,1008,29.77,0,0,70,70,30.5,86.9,10,6,6,14.8,23.8,178.6,31.8,0.1,0.5,14.4,29,1,2,India,Diu,Daman and Diu,20.7,70.98,Asia/Kolkata,8/29/23 10:45
1693000081,30,86,8.1,13,220,SW,1008,29.77,0,0,66,25,32,89.7,5,3,8,11.6,18.7,193.6,35.4,1,1,8.9,14.5,1,1,India,Bhavnagar,Gujarat,21.77,72.15,Asia/Kolkata,8/29/23 10:45
1693000082,31.1,88,11,17.6,250,WSW,1006,29.7,0,0,52,4,33.5,92.3,10,6,8,12.5,20.2,195.3,55.1,0.9,0.9,31.6,151.8,2,3,India,Udaipur,Rajasthan,27.72,75.48,Asia/Kolkata,8/29/23 10:45
1693000083,29.9,85.8,11.2,18,239,WSW,1008,29.77,0,0,52,72,31.5,88.7,10,6,6,13.9,22.3,210.3,37.9,2,2.3,9.6,16.9,1,1,India,Vadodara,Gujarat,22.3,73.2,Asia/Kolkata,8/29/23 10:45
1693000084,31,87.8,9.4,15.1,290,WNW,1004,29.65,0,0,66,75,34.8,94.6,5,3,8,10.7,17.3,317.1,88,2.7,4.8,30.1,39.5,2,3,India,Kantha,Uttar Pradesh,26.58,80.75,Asia/Kolkata,8/29/23 10:45
1693000085,31.5,88.7,12.5,20.2,245,WSW,1007,29.74,0,0,44,24,32.9,91.2,10,6,8,14.3,23,195.3,35.8,0.9,1.2,9.7,15.8,1,1,India,Surendranagar,Gujarat,22.7,71.68,Asia/Kolkata,8/29/23 10:45
1693000086,30.3,86.5,10.3,16.6,236,WSW,1008,29.77,0,0,52,39,32.3,90.1,10,6,8,11.9,19.1,203.6,34.7,1.7,1.7,10.1,18.5,1,1,India,Anand,Gujarat,22.57,72.93,Asia/Kolkata,8/29/23 10:45
1693000087,30.2,86.4,13.9,22.3,244,WSW,1008,29.76,0,0,50,36,31.8,89.2,10,6,8,15.9,25.6,188.6,32.9,1.2,1.6,13,20.8,1,2,India,Amreli,Gujarat,21.62,71.23,Asia/Kolkata,8/29/23 10:45
1693000088,27.3,81.1,13,20.9,249,WSW,1009,29.8,0,0,63,68,29.1,84.4,10,6,6,15,24.1,217,31.1,2.4,2.6,8.9,12.5,1,1,India,Dohad,Gujarat,22.83,74.27,Asia/Kolkata,8/29/23 10:45
1693000089,29,84.2,9.4,15.1,270,W,1008,29.77,0,0,75,75,29.9,85.9,6,3,8,17.4,28.1,183.6,33.6,0.6,0.7,13.9,27.3,1,2,India,Rajkot,Gujarat,22.3,70.78,Asia/Kolkata,8/29/23 10:45
1693000090,29.6,85.3,10.5,16.9,240,WSW,1007,29.75,0,0,54,66,31.4,88.5,10,6,6,12.1,19.4,208.6,31.8,2.5,2.3,10,16.6,1,1,India,Mahesana,Gujarat,23.6,72.4,Asia/Kolkata,8/29/23 10:45
1693000091,28,82.4,12.3,19.8,233,SW,1007,29.75,0,0,61,85,29.9,85.8,10,6,6,15.4,24.8,190.3,31.8,1.9,2.8,16.1,27.2,2,2,India,Patan,Gujarat,23.83,72.12,Asia/Kolkata,8/29/23 10:45
1693000092,29.7,85.5,10.3,16.6,242,WSW,1009,29.78,0,0,56,46,31.9,89.4,10,6,7,11.9,19.1,186.9,37.6,0.7,0.7,9.3,17.4,1,1,India,Bharuch,Gujarat,21.7,72.97,Asia/Kolkata,8/29/23 10:45
1693000093,27.7,81.9,11,17.6,247,WSW,1008,29.77,0,0,70,71,30.4,86.7,10,6,6,15,24.1,178.6,31.8,0.1,0.5,14.4,29,1,2,India,Somnath,Gujarat,20.88,70.37,Asia/Kolkata,8/29/23 10:45
1693000094,29.4,84.9,14.3,23,239,WSW,1008,29.76,0,0,57,46,31.5,88.7,10,6,7,16.6,26.6,188.6,31.1,0.7,0.6,13.7,28.2,1,2,India,Junagadh,Gujarat,21.52,70.47,Asia/Kolkata,8/29/23 10:45
1693000095,27.9,82.2,16.8,27,236,WSW,1007,29.74,0,0,71,52,30.9,87.6,10,6,7,21.9,35.3,183.6,31.5,0.1,0.5,17.1,52.7,2,2,India,Dwarka,Gujarat,22.24,68.97,Asia/Kolkata,8/29/23 10:45
1693000096,28.4,83.1,9.6,15.5,220,SW,1009,29.8,0.1,0,70,84,31.6,88.9,10,6,6,12.1,19.4,178.6,32.5,0.2,0.3,10,16.8,1,1,India,Navsari,Gujarat,20.85,72.92,Asia/Kolkata,8/29/23 10:45
1693000097,28.4,83.1,10.1,16.2,221,SW,1009,29.79,0.1,0,69,89,31.5,88.7,10,6,6,12.5,20.2,178.6,32.5,0.2,0.3,10,16.8,1,1,India,Surat,Gujarat,20.97,72.9,Asia/Kolkata,8/29/23 10:45
1693000098,29.2,84.6,16.3,26.3,242,WSW,1007,29.74,0,0,59,19,31.6,88.9,10,6,7,19.9,32,190.3,36.8,3.5,7.4,17.2,42.6,2,2,India,Jamnagar,Gujarat,22.47,70.07,Asia/Kolkata,8/29/23 10:45
1693000099,27.7,81.9,14.1,22.7,241,WSW,1008,29.75,0,0,70,13,30.2,86.4,10,6,7,18.6,29.9,185.3,30,0.4,0.5,16,40.7,2,2,India,Porbandar,Gujarat,21.63,69.6,Asia/Kolkata,8/29/23 10:45
1693000100,28.6,83.5,9.2,14.8,221,SW,1009,29.8,0.1,0,69,83,31.9,89.4,10,6,6,11.2,18,173.6,34.7,0.2,0.3,9.9,17.6,1,1,India,Valsad,Gujarat,20.63,72.93,Asia/Kolkata,8/29/23 10:45
1693000101,30,86,15,24.1,240,WSW,1008,29.77,0,0,70,50,31.9,89.5,4,2,8,10.5,16.9,217,29.3,4.3,8.9,8.4,14.2,1,1,India,Gandhinagar,Gujarat,23.22,72.68,Asia/Kolkata,8/29/23 10:45
1693000102,29,84.2,9.4,15.1,270,W,1008,29.77,0,0,75,75,30.3,86.5,6,3,7,19,30.6,195.3,39.7,3.9,9.2,18.2,37.6,2,2,India,Morbi,Gujarat,22.82,70.83,Asia/Kolkata,8/29/23 10:45
