last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,country,location_name,region,latitude,longitude,timezone,last_updated
1693005726,20.1,68.2,2.2,3.6,88,E,1007,29.73,0,0,79,17,20.1,68.2,10,6,1,4.3,6.8,487.3,29,4.9,0.8,45.2,52.5,3,5,India,Almora,Uttarakhand,29.62,79.67,Asia/Kolkata,9/8/23 4:30
1693005727,21.1,70,2.7,4.3,5,N,1006,29.71,0.2,0.01,85,72,21.1,70,9,5,1,5.6,9,297.1,7.1,0.8,0.1,14.4,16.1,1,2,India,Champawat,Uttarakhand,29.33,80.1,Asia/Kolkata,9/8/23 4:30
1693005728,-1.6,29.1,3.1,5,52,NE,1019,30.1,0,0,79,11,-3.4,25.9,10,6,1,6.5,10.4,168.6,42.9,0.4,0,3.4,3.9,1,1,India,Uttarkashi,Uttarakhand,30.73,78.45,Asia/Kolkata,9/8/23 4:30
1693005729,24.6,76.3,4,6.5,96,E,1004,29.63,0,0,71,6,26.2,79.2,10,6,1,8.5,13.7,687.6,9.6,10.4,2.2,196.3,215.7,5,10,India,Garhwal,Uttarakhand,29.8,78.62,Asia/Kolkata,9/8/23 4:30
1693005730,23.7,74.7,3.1,5,60,ENE,1004,29.65,0,0,70,10,25.4,77.7,10,6,1,6.5,10.4,761,52.9,8.3,6.3,164.9,182.7,5,10,India,Hardwar,Uttarakhand,29.97,78.17,Asia/Kolkata,9/8/23 4:30
1693005731,17,62.6,2.2,3.6,48,NE,1008,29.75,0,0,81,7,17,62.6,10,6,1,4.7,7.6,447.3,19.7,10.3,2.8,47.3,56.9,3,5,India,Rudraprayag,Uttarakhand,30.28,78.98,Asia/Kolkata,9/8/23 4:30
1693005732,18.1,64.6,4.3,6.8,36,NE,1007,29.74,0,0,73,6,18.1,64.6,10,6,1,8.9,14.4,420.6,37.9,3.5,1.5,58.6,65.5,3,7,India,Tehri-Garhwal,Uttarakhand,30.38,78.48,Asia/Kolkata,9/8/23 4:30
1693005733,9.4,48.9,5.6,9,13,NNE,1014,29.93,0,0,70,8,8.1,46.6,10,6,1,11.6,18.7,150.2,68.7,0.9,0.2,2.9,3.6,1,1,India,Bageshwar,Uttarakhand,29.85,79.77,Asia/Kolkata,9/8/23 4:30
1693005734,21.1,70,2.7,4.3,5,N,1006,29.71,0.2,0.01,85,72,21.1,70,9,5,1,5.6,9,297.1,7.1,0.8,0.1,14.4,16.1,1,2,India,Pithoragarh,Uttarakhand,29.58,80.22,Asia/Kolkata,9/8/23 4:30
1693005735,8.2,46.8,4.3,6.8,41,NE,1014,29.95,0,0,67,6,7.2,45,10,6,1,8.9,14.4,165.2,59.4,0.9,0.3,2.9,5,1,1,India,Chamoli,Uttarakhand,30.4,79.35,Asia/Kolkata,9/8/23 4:30
1693005736,23.1,73.6,3.4,5.4,88,E,1002,29.58,0.1,0,94,56,25.5,77.9,2,1,1,6,9.7,393.9,15.7,5,1.9,14.3,15,1,2,India,Nagar,Chhattisgarh,23.27,82.45,Asia/Kolkata,9/8/23 4:30
1693005737,24.6,76.3,10.5,16.9,232,SW,1009,29.81,2.4,0.09,92,95,27.2,81,10,6,1,20.8,33.5,195.3,38.6,1.4,1,1.5,2.8,1,1,India,Kannur,Kerala,11.87,75.37,Asia/Kolkata,9/8/23 4:30
1693005738,21.5,70.7,2.2,3.6,55,NE,1011,29.85,0.1,0,98,100,21.5,70.7,0,0,1,3.1,5,263.7,18.6,6.9,5.2,5.3,6.9,1,1,India,Pathanamthitta,Kerala,9.27,76.78,Asia/Kolkata,9/8/23 4:30
1693005739,24.3,75.7,4.3,6.8,72,ENE,1011,29.84,0.5,0.02,89,77,26.6,79.9,9,5,1,6.5,10.4,180.2,48.6,0.5,0.4,1.3,2.2,1,1,India,Alappuzha,Kerala,9.49,76.33,Asia/Kolkata,9/8/23 4:30
1693005740,24,75.2,4.3,6.8,130,SE,1009,29.8,0.9,0.04,100,100,26.2,79.2,3,1,1,6,9.7,201.9,43.3,4.9,3.1,2,3.4,1,1,India,Ernakulam,Kerala,9.98,76.28,Asia/Kolkata,9/8/23 4:30
1693005741,23.9,75,4.3,6.8,16,NNE,1010,29.84,0.3,0.01,90,55,26.1,79,10,6,1,6.3,10.1,185.3,38.6,1,0.5,1.3,1.8,1,1,India,Kollam,Kerala,8.88,76.59,Asia/Kolkata,9/8/23 4:30
1693005742,25,77,2.2,3.6,10,N,1008,29.77,0.7,0.03,89,75,27.2,81,5,3,1,3.8,6.1,230.3,35.1,7.7,3.5,2.7,3.5,1,1,India,Kasaragod,Kerala,12.5,75,Asia/Kolkata,9/8/23 4:30
1693005743,17,62.6,6.9,11.2,253,WSW,1011,29.85,0,0,93,63,17,62.6,10,6,1,14.5,23.4,185.3,29,1.2,0.3,1.4,1.6,1,1,India,Idukki,Kerala,9.85,76.97,Asia/Kolkata,9/8/23 4:30
1693005744,23,73.4,4.3,6.8,70,ENE,1009,29.8,3.7,0.15,100,75,25.4,77.7,5,3,1,22.6,36.4,178.6,45.4,0.4,0.4,1,1.9,1,1,India,Kozhikode,Kerala,11.25,75.77,Asia/Kolkata,9/8/23 4:30
1693005745,22.6,72.7,2.7,4.3,68,ENE,1011,29.85,0.4,0.02,98,75,25.1,77.2,10,6,1,4.5,7.2,200.3,35.4,2.8,3.2,2.3,3.6,1,1,India,Kottayam,Kerala,9.58,76.52,Asia/Kolkata,9/8/23 4:30
1693005746,24,75.2,4.3,6.8,130,SE,1009,29.8,1.4,0.06,100,100,26.7,80.1,3,1,1,4.5,7.2,250.3,25.8,4.7,4.1,4,5.9,1,1,India,Thrissur,Kerala,10.52,76.22,Asia/Kolkata,9/8/23 4:30
1693005747,23,73.4,11.9,19.1,210,SSW,1009,29.8,1.8,0.07,94,75,25.5,77.9,4.5,2,1,12.1,19.4,303.8,17.2,6.4,3.4,6.9,8.4,1,1,India,Palakkad,Kerala,10.77,76.65,Asia/Kolkata,9/8/23 4:30
1693005748,26,78.8,3.8,6.1,30,NNE,1010,29.83,0.2,0.01,89,75,29.9,85.8,3,1,1,8.9,14.4,212,24,2.9,2.5,1.9,3.1,1,1,India,Thiruvananthapuram,Kerala,8.51,76.96,Asia/Kolkata,9/8/23 4:30
1693005749,23,73.4,4.3,6.8,70,ENE,1009,29.8,3.4,0.13,100,75,25.6,78,5,3,1,4.5,7.2,267,22.5,5.3,4.9,5.2,6.2,1,1,India,Malappuram,Kerala,11.07,76.07,Asia/Kolkata,9/8/23 4:30
1693005750,27.6,81.7,17.4,28.1,275,W,1009,29.8,0.9,0.04,82,100,31.8,89.2,10,6,1,31.8,51.1,188.6,48.6,0.1,0.4,2,4.9,1,1,India,Kavaratti,Lakshadweep,10.57,72.62,Asia/Kolkata,9/8/23 4:30
1693005751,27,80.6,3.8,6.1,220,SW,1002,29.59,0.9,0.04,94,75,31,87.7,2.5,1,1,32,51.5,410.6,30,7.5,11,24.3,24.7,2,3,India,Puri District,Orissa,19.8,85.85,Asia/Kolkata,9/8/23 4:30
1693005752,25.9,78.6,6.5,10.4,107,ESE,1002,29.58,0.9,0.04,94,57,29.7,85.5,10,6,1,11.6,18.7,454,22,8.7,3.8,15.8,17.7,2,2,India,Nadia,West Bengal,23.42,88.37,Asia/Kolkata,9/8/23 4:30
1693005753,25.8,78.4,8.3,13.3,86,E,1002,29.59,0.2,0.01,95,80,29.7,85.5,10,6,1,13.2,21.2,387.2,25.8,9.9,12.3,13,14.5,1,2,India,Murshidabad,West Bengal,24.18,88.27,Asia/Kolkata,9/8/23 4:30
1693005754,27,80.6,3.8,6.1,90,E,1002,29.59,1.2,0.05,89,75,31.7,89.1,2.8,1,1,10.1,16.2,961.3,0.2,38.7,51,52.5,59.3,3,6,India,Kolkata,West Bengal,22.57,88.37,Asia/Kolkata,9/8/23 4:30
1693005755,26.7,80.1,7.2,11.5,91,E,1003,29.61,0.1,0,92,86,31.2,88.2,10,6,1,10.7,17.3,387.2,8.8,12,3.7,9.6,10.4,1,1,India,Maldah,West Bengal,25.03,88.15,Asia/Kolkata,9/8/23 4:30
1693005756,15.3,59.5,3.6,5.8,331,NNW,1008,29.78,0,0,77,55,15.3,59.5,10,6,1,7.6,12.2,370.5,20.2,8.1,0.5,4.4,6.8,1,1,India,Darjiling,West Bengal,27.03,88.27,Asia/Kolkata,9/8/23 4:30
1693005757,26.5,79.7,4.7,7.6,74,ENE,1004,29.65,0.6,0.02,90,83,30.5,86.9,10,6,1,7.8,12.6,460.6,27.5,3.3,1.1,8.8,9.5,1,1,India,Jalpaiguri,West Bengal,26.52,88.73,Asia/Kolkata,9/8/23 4:30
1693005758,26.3,79.3,4.5,7.2,177,S,1001,29.57,0.7,0.03,91,88,30.2,86.4,10,6,1,8.1,13,767.7,7.4,13.5,3.2,35.3,39.4,2,3,India,Medinipur,West Bengal,22.43,87.33,Asia/Kolkata,9/8/23 4:30
1693005759,27,80.6,3.8,6.1,90,E,1002,29.59,1.1,0.04,89,75,31.7,89,2.8,1,1,9.8,15.8,961.3,0.2,38.7,51,52.5,59.3,3,6,India,Haora,West Bengal,22.59,88.31,Asia/Kolkata,9/8/23 4:30
1693005760,26,78.8,4.3,6.8,100,E,1002,29.57,1,0.04,93,100,29.9,85.8,10,6,1,7.8,12.6,734.3,5.6,14.1,6.9,34.1,38.4,2,3,India,Barddhaman,West Bengal,23.24,87.87,Asia/Kolkata,9/8/23 4:30
1693005761,25.6,78.1,5.4,8.6,69,ENE,1002,29.58,0.2,0.01,93,71,29,84.2,9,5,1,9.2,14.8,1455.3,0,45.2,129.7,102.4,107.2,4,10,India,Bankura,West Bengal,23.25,87.07,Asia/Kolkata,9/8/23 4:30
1693005762,25,77,2.2,3.6,156,SSE,1002,29.59,1.7,0.07,93,100,28.1,82.6,10,6,1,3.6,5.8,1842.5,0,31.5,198.4,97.7,106.2,4,10,India,Puruliya,West Bengal,23.33,86.37,Asia/Kolkata,9/8/23 4:30
1693005763,26.8,80.2,2.2,3.6,255,WSW,1004,29.65,0,0,87,45,30.8,87.4,10,6,1,2.9,4.7,580.8,9.9,8.1,1.7,15.9,21.9,2,2,India,Koch Bihar,West Bengal,26.32,89.43,Asia/Kolkata,9/8/23 4:30
1693005764,27,80.6,3.8,6.1,90,E,1002,29.59,1.3,0.05,89,75,32,89.6,2.8,1,1,8.5,13.7,407.2,29.3,8.5,9.4,14.4,17.2,1,2,India,Hugli,West Bengal,22.9,88.4,Asia/Kolkata,9/8/23 4:30
1693005765,25.3,77.5,4.3,6.8,57,ENE,1004,29.64,0,0,48,0,26,78.8,10,6,1,8.9,14.4,587.5,39,13.7,2,60.3,73.3,3,8,India,Pathankot,Punjab,32.28,75.65,Asia/Kolkata,9/8/23 4:30
1693005766,24.5,76.1,4.3,6.8,61,ENE,1004,29.64,0,0,49,0,25.4,77.7,10,6,1,8.9,14.4,587.5,39,13.7,2,60.3,73.3,3,8,India,Gurdaspur,Punjab,32.03,75.52,Asia/Kolkata,9/8/23 4:30
1693005767,25.8,78.4,5.6,9,118,ESE,1003,29.62,0,0,64,3,27.2,81,10,6,1,11.6,18.7,1842.5,8.1,28.5,4.9,154,177.3,5,10,India,Patiala,Punjab,30.33,76.4,Asia/Kolkata,9/8/23 4:30
1693005768,29,84.2,2.2,3.6,10,N,1004,29.65,0,0,75,0,32.2,89.9,4,2,1,9.4,15.1,1161.6,15.7,20.6,4.5,129.1,149.9,4,10,India,Tarn Taran,Punjab,31.45,74.93,Asia/Kolkata,9/8/23 4:30
1693005769,25.5,77.9,4.5,7.2,126,SE,1003,29.62,0,0,68,0,27,80.6,10,6,1,9.4,15.1,1415.3,10.6,20.4,1.8,140.6,162.1,4,10,India,Kapurthala,Punjab,31.38,75.38,Asia/Kolkata,9/8/23 4:30
1693005770,25.8,78.4,5.4,8.6,129,SE,1003,29.62,0,0,67,2,27.4,81.3,10,6,1,11.2,18,1228.3,6,15.8,2.1,134.1,159,4,10,India,Fatehgarh Sahib,Punjab,30.53,75.72,Asia/Kolkata,9/8/23 4:30
1693005771,26.9,80.4,4.7,7.6,131,SE,1003,29.61,0,0,61,4,28.3,82.9,10,6,1,9.8,15.8,1241.7,6.1,21.9,2.3,138.9,158.7,4,10,India,Sangrur,Punjab,30.23,75.83,Asia/Kolkata,9/8/23 4:30
1693005772,27.7,81.9,5.6,9,136,SE,1002,29.59,0,0,57,4,29,84.2,10,6,1,11.6,18.7,881.2,19.3,9.6,1.8,116.3,130.1,4,10,India,Mansa,Punjab,29.98,75.38,Asia/Kolkata,9/8/23 4:30
1693005773,29,84.2,2.2,3.6,10,N,1004,29.65,0,0,75,0,32.3,90.1,4,2,1,8.9,14.4,1308.4,12.5,20.9,3.1,139.4,163.6,4,10,India,Amritsar,Punjab,31.63,74.87,Asia/Kolkata,9/8/23 4:30
1693005774,27,80.6,6.3,10.1,136,SE,1002,29.59,0,0,59,2,28.3,82.9,10,6,1,13.2,21.2,1028.1,12,16.8,1.4,112.4,128.6,4,10,India,Faridkot,Punjab,30.67,74.75,Asia/Kolkata,9/8/23 4:30
1693005775,25.1,77.2,6,9.7,125,SE,1003,29.62,0,0,73,0,26.8,80.2,10,6,1,12.8,20.5,1976,1.9,41.8,8.9,182.7,206.7,5,10,India,Ludhiana,Punjab,30.9,75.85,Asia/Kolkata,9/8/23 4:30
1693005776,25.3,77.5,5.1,8.3,124,SE,1003,29.62,0,0,70,0,26.9,80.4,10,6,1,10.7,17.3,1361.9,12.9,21.4,3.1,142.1,163.6,4,10,India,Jalandhar,Punjab,31.33,75.58,Asia/Kolkata,9/8/23 4:30
1693005777,27.6,81.7,6.7,10.8,127,SE,1002,29.59,0,0,53,0,28.5,83.3,10,6,1,14.1,22.7,948,15.6,14.2,1.8,103.7,120.6,4,10,India,Muktsar,Punjab,30.48,74.52,Asia/Kolkata,9/8/23 4:30
1693005778,26,78.8,5.6,9,133,SE,1003,29.6,0,0,66,2,27.5,81.5,10,6,1,11.6,18.7,1014.7,13.2,14.6,1.2,112.2,127.6,4,10,India,Moga,Punjab,30.8,75.17,Asia/Kolkata,9/8/23 4:30
1693005779,25,77,4.3,6.8,120,ESE,1004,29.63,0,0,67,0,26.5,79.7,10,6,1,8.9,14.4,674.3,28.6,8,1.8,101,116.8,4,10,India,Hoshiarpur,Punjab,31.53,75.92,Asia/Kolkata,9/8/23 4:30
1693005780,24.3,75.7,4,6.5,83,E,1004,29.64,0,0,63,3,25.7,78.3,10,6,1,8.5,13.7,687.6,16.6,14.1,3.9,56.6,73,3,7,India,Rupnagar,Punjab,30.97,76.53,Asia/Kolkata,9/8/23 4:30
1693005781,26.9,80.4,5.1,8.3,119,ESE,1002,29.59,0,0,61,2,28.3,82.9,10,6,1,10.7,17.3,1014.7,17.4,17.5,1.4,110,125.4,4,10,India,Firozpur,Punjab,30.92,74.6,Asia/Kolkata,9/8/23 4:30
1693005782,28.6,83.5,6.3,10.1,130,SE,1002,29.57,0,0,50,0,29.5,85.1,10,6,1,13.2,21.2,841.1,27.9,11.7,3.9,115.2,135.5,4,10,India,Fazilka,Punjab,30.4,74.03,Asia/Kolkata,9/8/23 4:30
1693005783,26.7,80.1,5.4,8.6,134,SE,1003,29.6,0,0,61,3,28,82.4,10,6,1,11.2,18,1174.9,8.6,17.3,1.6,111.1,125.8,4,10,India,Barnala,Punjab,30.38,75.55,Asia/Kolkata,9/8/23 4:30
1693005784,21.4,70.5,10.7,17.3,246,WSW,1009,29.81,0,0,88,88,21.4,70.5,10,6,1,14.5,23.4,205.3,26.8,2.4,0.6,1.4,1.9,1,1,India,Mandya,Karnataka,12.52,76.9,Asia/Kolkata,9/8/23 4:30
1693005785,20.9,69.6,10.3,16.6,245,WSW,1010,29.81,0,0,91,100,20.9,69.6,10,6,1,14.1,22.7,203.6,28.6,2.1,1,1.5,2,1,1,India,Mysore,Karnataka,12.31,76.65,Asia/Kolkata,9/8/23 4:30
1693005786,23.5,74.3,11.2,18,253,WSW,1005,29.69,0,0,83,78,25.6,78.1,10,6,1,16.8,27,240.3,21.8,4.3,0.8,4.1,7,1,1,India,Yadgir,Karnataka,16.77,77.13,Asia/Kolkata,9/8/23 4:30
1693005787,18.9,66,6.3,10.1,247,WSW,1010,29.83,0,0,95,81,18.9,66,2,1,1,9.2,14.8,208.6,14.7,2.5,0.3,1.2,1.5,1,1,India,Chikmagalur,Karnataka,13.32,75.78,Asia/Kolkata,9/8/23 4:30
1693005788,20.7,69.3,15,24.1,247,WSW,1009,29.78,0,0,88,72,20.8,69.4,10,6,1,21.7,34.9,207,22.7,2.3,0.6,0.9,1.5,1,1,India,Chitradurga,Karnataka,14.23,76.4,Asia/Kolkata,9/8/23 4:30
1693005789,21.1,70,11.2,18,236,WSW,1008,29.77,0,0,93,85,21.1,70,10,6,1,16.3,26.3,195.3,24.3,1.3,0.2,0.8,1.2,1,1,India,Haveri,Karnataka,14.8,75.4,Asia/Kolkata,9/8/23 4:30
1693005790,24.2,75.6,14.8,23.8,248,WSW,1006,29.7,0,0,77,69,26.1,79,10,6,1,21,33.8,237,19.9,5.2,1,4.9,7.7,1,1,India,Raichur,Karnataka,16.2,77.37,Asia/Kolkata,9/8/23 4:30
1693005791,21,69.8,11.9,19.1,250,WSW,1012,29.88,0,0,88,50,21,69.8,6,3,1,21.7,34.9,227,20.4,4.7,1.7,1.5,2.4,1,1,India,Kolar,Karnataka,13.13,78.13,Asia/Kolkata,9/8/23 4:30
1693005792,21,69.8,13.6,22,240,WSW,1008,29.76,0,0,93,100,21,69.8,10,6,1,18.6,29.9,205.3,22.2,1.8,0.5,2.2,2.7,1,1,India,Dharwad,Karnataka,15.47,75.02,Asia/Kolkata,9/8/23 4:30
1693005793,21.9,71.4,13.6,22,246,WSW,1005,29.67,0,0,91,100,21.9,71.4,10,6,1,20.8,33.5,247,21.6,4.8,1.9,4.1,4.5,1,1,India,Bidar,Karnataka,17.9,77.55,Asia/Kolkata,9/8/23 4:30
1693005794,23.3,73.9,13.2,21.2,253,WSW,1005,29.68,0,0,85,83,25.4,77.7,10,6,1,19.7,31.7,233.7,18.1,3.4,0.9,3.9,5.5,1,1,India,Gulbarga,Karnataka,17.33,76.83,Asia/Kolkata,9/8/23 4:30
1693005795,21.4,70.5,15,24.1,241,WSW,1008,29.75,0,0,91,66,21.4,70.5,10,6,1,20.4,32.8,193.6,24.7,1.8,0.3,1.6,2,1,1,India,Gadag,Karnataka,15.42,75.62,Asia/Kolkata,9/8/23 4:30
1693005796,25,77,2.2,3.6,10,N,1008,29.77,0.4,0.02,89,75,27.5,81.5,5,3,1,4.5,7.2,196.9,40.4,0.8,0.3,1.4,1.9,1,1,India,Udupi,Karnataka,13.35,74.75,Asia/Kolkata,9/8/23 4:30
1693005797,22.7,72.9,14.5,23.4,248,WSW,1007,29.72,0,0,84,68,24.9,76.8,10,6,1,19.7,31.7,213.6,23.3,2.9,1.1,2.7,3.6,1,1,India,Bagalkot,Karnataka,16.18,75.7,Asia/Kolkata,9/8/23 4:30
1693005798,19.6,67.3,10.5,16.9,245,WSW,1010,29.83,0,0,93,100,19.6,67.3,10,6,1,14.3,23,191.9,23.3,1.8,0.2,0.6,0.9,1,1,India,Hassan,Karnataka,13,76.1,Asia/Kolkata,9/8/23 4:30
1693005799,19.9,67.8,8.3,13.3,233,SW,1009,29.8,0,0,93,94,19.9,67.8,10,6,1,13.2,21.2,207,21.5,1.8,0.1,1,1.4,1,1,India,Shimoga,Karnataka,13.92,75.57,Asia/Kolkata,9/8/23 4:30
1693005800,23.2,73.8,15.9,25.6,251,WSW,1007,29.73,0,0,80,24,25.2,77.4,10,6,1,21.9,35.3,201.9,23.6,4.8,5.7,1.1,2.3,1,1,India,Bellary,Karnataka,15.15,76.93,Asia/Kolkata,9/8/23 4:30
1693005801,21,69.8,11.9,19.1,240,WSW,1013,29.91,0,0,94,50,21,69.8,6,3,1,16.8,27,223.6,17.9,3.9,0.4,1.2,2.1,1,1,India,Bangalore,Karnataka,12.98,77.58,Asia/Kolkata,9/8/23 4:30
1693005802,20.2,68.4,9.8,15.8,237,WSW,1009,29.8,0,0,90,46,20.2,68.4,10,6,1,14.5,23.4,195.3,23.3,2,0.4,0.6,1.1,1,1,India,Tumkur,Karnataka,13.34,77.1,Asia/Kolkata,9/8/23 4:30
1693005803,20.9,69.6,10.1,16.2,248,WSW,1008,29.77,0,0,93,98,20.9,69.6,10,6,1,14.3,23,191.9,23.6,1.2,0.3,3,3.5,1,1,India,Belgaum,Karnataka,15.87,74.5,Asia/Kolkata,9/8/23 4:30
1693005804,21.8,71.2,18.1,29.2,243,WSW,1007,29.74,0,0,87,56,21.8,71.2,10,6,1,27.5,44.3,195.3,26.5,1.7,0.5,0.8,1.5,1,1,India,Koppal,Karnataka,15.35,76.15,Asia/Kolkata,9/8/23 4:30
1693005805,22.6,72.7,11.4,18.4,251,WSW,1003,29.61,0.4,0.02,94,100,25,77,2,1,1,17.4,28.1,247,20.7,4,1.9,4.2,4.4,1,1,India,Washim,Maharashtra,20.1,77.15,Asia/Kolkata,9/8/23 4:30
1693005806,21.6,70.9,16.3,26.3,255,WSW,1004,29.66,2.1,0.08,95,100,21.6,70.9,9,5,1,22.8,36.7,320.4,12.3,14.4,9.9,17.9,19.5,2,2,India,Ahmadnagar,Maharashtra,19.08,74.73,Asia/Kolkata,9/8/23 4:30
1693005807,21.7,71.1,14.3,23,248,WSW,1005,29.66,0,0,92,100,21.7,71.1,10,6,1,20.6,33.1,250.3,31.1,6.3,2,4.7,5,1,1,India,Latur,Maharashtra,18.4,76.58,Asia/Kolkata,9/8/23 4:30
1693005808,23.3,73.9,13,20.9,246,WSW,1005,29.68,0,0,85,78,25.4,77.7,10,6,1,17.9,28.8,223.6,19,4.8,1.4,4.3,7.1,1,1,India,Solapur,Maharashtra,17.68,75.92,Asia/Kolkata,9/8/23 4:30
1693005809,22,71.6,12.5,20.2,253,WSW,1005,29.68,0,0,91,100,24.5,76.1,10,6,1,17.7,28.4,250.3,29.7,4.2,2.2,3.2,3.7,1,1,India,Osmanabad,Maharashtra,18.17,76.05,Asia/Kolkata,9/8/23 4:30
1693005810,21.8,71.2,7.4,11.9,243,WSW,1007,29.74,0,0,94,100,21.8,71.2,10,6,1,10.3,16.6,201.9,23.3,3.8,1.6,4.3,5.5,1,1,India,Kolhapur,Maharashtra,16.7,74.22,Asia/Kolkata,9/8/23 4:30
1693005811,23.7,74.7,6.7,10.8,237,WSW,1002,29.58,1.4,0.06,96,100,26.3,79.3,10,6,1,13.4,21.6,333.8,16.8,7.2,6.5,11.2,11.7,1,1,India,Chandrapur,Maharashtra,19.95,79.3,Asia/Kolkata,9/8/23 4:30
1693005812,24.4,75.9,8.9,14.4,271,W,1001,29.57,0.1,0,90,100,26.9,80.4,10,6,1,13.2,21.2,350.5,16.1,11.1,9.2,19.5,19.8,2,2,India,Akola,Maharashtra,20.73,77,Asia/Kolkata,9/8/23 4:30
1693005813,23.5,74.3,9.8,15.8,246,WSW,1003,29.62,0.1,0,89,100,25.7,78.3,10,6,1,14.8,23.8,213.6,26.5,2.1,1.2,1.7,1.8,1,1,India,Parbhani,Maharashtra,19.27,76.78,Asia/Kolkata,9/8/23 4:30
1693005814,24.2,75.6,7.6,12.2,238,WSW,1002,29.58,0.3,0.01,95,87,26.8,80.2,10,6,1,10.7,17.3,410.6,16.6,9.4,8.4,20.9,21.6,2,2,India,Yavatmal,Maharashtra,20.4,78.13,Asia/Kolkata,9/8/23 4:30
1693005815,23.1,73.6,9.6,15.5,240,WSW,1003,29.62,0,0,92,100,25.4,77.7,10,6,1,14.5,23.4,220.3,22.5,2.6,1.3,1.8,2,1,1,India,Nanded,Maharashtra,19.15,77.33,Asia/Kolkata,9/8/23 4:30
1693005816,25.7,78.3,18.1,29.2,264,W,1001,29.56,0.3,0.01,79,60,28,82.4,10,6,1,28,45,205.3,44.4,1.3,1.7,3.9,4.2,1,1,India,Dhule,Maharashtra,20.9,74.78,Asia/Kolkata,9/8/23 4:30
1693005817,20.1,68.2,4.9,7.9,253,WSW,1007,29.73,0.1,0,96,84,20.1,68.2,2,1,1,7.6,12.2,190.3,24.7,0.9,0.2,3.3,3.7,1,1,India,Satara,Maharashtra,17.68,73.98,Asia/Kolkata,9/8/23 4:30
1693005818,21.9,71.4,10.3,16.6,245,WSW,1007,29.72,0,0,90,76,21.9,71.4,10,6,1,14.8,23.8,193.6,24.7,2,0.7,3.3,4.3,1,1,India,Sangli,Maharashtra,16.87,74.57,Asia/Kolkata,9/8/23 4:30
1693005819,22.6,72.7,11.4,18.4,251,WSW,1003,29.61,0.4,0.02,94,100,25,77,2,1,1,17.4,28.1,247,20.7,4,1.9,4.2,4.4,1,1,India,Hingoli,Maharashtra,19.72,77.15,Asia/Kolkata,9/8/23 4:30
1693005820,21.3,70.3,8.3,13.3,252,WSW,1006,29.7,0.2,0.01,96,100,21.3,70.3,2,1,1,11.6,18.7,217,22.5,4.2,3.3,4.5,5.7,1,1,India,Pune,Maharashtra,18.53,73.87,Asia/Kolkata,9/8/23 4:30
1693005821,23.6,74.5,8.3,13.3,255,WSW,1001,29.57,0.4,0.02,95,99,26.1,79,10,6,1,12.5,20.2,500.7,20.2,3.3,0.7,12.2,12.6,1,2,India,Amravati,Maharashtra,20.93,77.75,Asia/Kolkata,9/8/23 4:30
1693005822,24.2,75.6,19,30.6,262,W,1002,29.58,0.4,0.02,93,81,26.8,80.2,10,6,1,26.4,42.5,220.3,22.4,5.7,8.5,7.4,7.9,1,1,India,Nandurbar,Maharashtra,21.37,74.25,Asia/Kolkata,9/8/23 4:30
1693005823,25,77,4,6.5,295,WNW,1007,29.72,0.7,0.03,90,84,27.7,81.9,10,6,1,6.7,10.8,188.6,40.4,0.1,0.4,6.7,7.9,1,1,India,Ratnagiri,Maharashtra,16.98,73.3,Asia/Kolkata,9/8/23 4:30
1693005824,26,78.8,2.5,4,200,SSW,1002,29.59,0.5,0.02,94,100,30.3,86.5,2.5,1,1,11.9,19.1,867.8,10.4,8.9,5.1,20.1,20.5,2,2,India,Wardha,Maharashtra,20.75,78.62,Asia/Kolkata,9/8/23 4:30
1693005825,24,75.2,10.3,16.6,266,W,1002,29.59,0.1,0,91,100,26.4,79.5,10,6,1,13,20.9,220.3,34,1.5,1.4,3,3.2,1,1,India,Buldana,Maharashtra,20.53,76.18,Asia/Kolkata,9/8/23 4:30
1693005826,24.4,75.9,9.4,15.1,268,W,1001,29.57,0.1,0,90,100,26.8,80.2,10,6,1,14.1,22.7,307.1,13.8,10.6,13.2,17.2,17.6,2,2,India,Jalgaon,Maharashtra,21.05,76.53,Asia/Kolkata,9/8/23 4:30
1693005827,23.7,74.7,4.5,7.2,157,SSE,1001,29.56,0.2,0.01,98,100,26.3,79.3,10,6,1,6.9,11.2,654.2,12.2,5.9,2.6,20.3,21.5,2,2,India,Bhandara,Maharashtra,21.17,79.65,Asia/Kolkata,9/8/23 4:30
1693005828,22.7,72.9,16.3,26.3,250,WSW,1004,29.65,0.1,0,90,100,25,77,10,6,1,22.1,35.6,280.4,18.1,12.2,5.4,7.9,8.8,1,1,India,Bid,Maharashtra,18.98,75.77,Asia/Kolkata,9/8/23 4:30
